nateam,birth_date,birth_country_isoCode,birth_country,player_name,player_id,normal_position
england,1966-11-12,gb-eng,england,joe allon,615,f
iceland,1965-07-21,is,iceland,gudni bergsson,548,d
scotland,1970-01-06,gb-sct,scotland,john hendry,579,f
england,1973-10-28,gb-eng,england,andy collett,347,g
england,1965-10-03,gb-eng,england,dwight marshall,364,f
england,1971-11-11,gb-eng,england,david farrell,49,m
england,1957-09-29,gb-eng,england,les sealey,310,g
england,1964-12-01,gb-eng,england,ian andrews,518,g
england,1968-01-10,gb-eng,england,gary parkinson,638,d
germany,1971-05-12,de,germany,matthias breitkreutz,51,m
england,1972-08-07,gb-eng,england,martin carruthers,55,f
england,1972-06-02,gb-eng,england,david tuttle,552,d
northern ireland,1972-11-24,gb-eng,england,iain jenkins,175,d
england,1954-04-19,gb-eng,england,trevor francis,515,f
england,1968-11-19,gb-eng,england,justin channing,649,d
england,1969-09-08,gb-eng,england,steve livingstone,118,f
england,1972-11-03,gb-eng,england,ugo ehiogu,35,d
england,1968-11-10,gb-eng,england,steve anthrobus,658,f
hungary,1964-12-03,hu,hungary,istvan kozma,268,m
england,1969-01-30,gb-eng,england,justin skinner,593,m
england,1974-05-07,gb-eng,england,ian pearce,96,d
england,1969-05-17,gb-eng,england,keith hill,613,d
england,1967-10-05,gb-eng,england,brian horne,640,g
england,1967-11-26,gb-eng,england,david lee,656,m
england,1967-06-13,gb-eng,england,paul moody,540,f
england,1973-01-11,gb-eng,england,lee makel,85,m
australia,1969-09-26,au,australia,andy petterson,629,g
wales,1970-10-11,gb-eng,england,andy marriott,393,g
england,1970-08-05,gb-eng,england,ricky newman,162,m
scotland,1973-05-01,gb-sct,scotland,scott marshall,10,d
england,1976-01-16,gb-eng,england,gavin mcgowan,5,d
england,1961-07-27,gb-eng,england,john keeley,648,g
england,1967-12-30,gb-eng,england,mark beeney,226,g
england,1970-03-08,gb-eng,england,kevin dearden,546,g
england,1971-11-23,gb-eng,england,simon ireland,77,m
england,1974-12-30,gb-eng,england,noel whelan,245,f
wales,1973-06-02,gb-wls,wales,lee powell,542,f
england,1970-09-10,gb-eng,england,craig middleton,623,f
england,1972-05-23,gb-eng,england,aidan newhouse,601,f
scotland,1972-11-01,gb-sct,scotland,paul dickov,27,f
england,1975-04-07,gb-eng,england,neal bartlett,536,m
scotland,1974-12-24,gb-sct,scotland,derek allan,526,d
scotland,1970-02-24,gb-sct,scotland,neil sullivan,583,g
england,1972-09-21,gb-eng,england,neil moore,176,d
netherlands,1968-11-21,nl,netherlands,orpheo keizerweerd,437,f
england,1969-08-01,gb-eng,england,matt holmes,793,m
england,1966-08-26,gb-eng,england,peter butler,791,m
england,1965-07-02,gb-eng,england,tim breacker,789,d
england,1967-05-07,us,united states,steve potts,785,d
czechia,1961-12-09,cz,czechia,ludek miklosko,782,g
england,1958-07-29,gb-eng,england,alvin martin,787,d
england,1965-05-29,gb-eng,england,ian bishop,795,m
england,1961-03-20,gb-eng,england,trevor morley,803,f
netherlands,1967-11-18,nl,netherlands,jeroen boere,805,f
england,1966-09-04,gb-eng,england,john beresford,710,d
czechia,1968-03-10,cz,czechia,pavel srnicek,708,g
england,1971-10-15,gb-eng,england,andrew cole,725,f
england,1964-08-16,gb-eng,england,barry venison,712,d
england,1966-02-01,gb-eng,england,robert lee,721,m
england,1973-12-25,gb-eng,england,robbie elliott,715,d
england,1974-04-01,gb-eng,england,steve watson,720,m
scotland,1968-12-20,gb-sct,scotland,alex mathie,728,f
wales,1972-09-26,de,germany,alan neilson,713,d
england,1971-10-25,gb-eng,england,simon charlton,755,d
england,1969-01-13,gb-eng,england,frankie bennett,760,f
england,1969-02-01,gb-eng,england,jon sheffield,762,g
netherlands,1961-07-29,nl,netherlands,luc nijholt,766,m
northern ireland,1972-11-01,gb-nir,northern ireland,kevin horlock,767,m
england,1963-02-26,gb-eng,england,shaun taylor,827,d
england,1967-09-06,gb-eng,england,keith scott,829,f
norway,1967-01-10,no,norway,jan åge fjørtoft,773,f
england,1971-10-22,gb-eng,england,adrian whitbread,764,d
wales,1964-09-13,gb-wls,wales,paul bodin,828,d
england,1966-09-22,gb-eng,england,john moncur,768,m
england,1962-05-07,gb-eng,england,brian kilcline,818,d
england,1971-08-26,gb-eng,england,nicky summerbee,769,m
england,1967-07-09,gb-eng,england,nicky hammond,830,g
scotland,1972-01-04,gb-sct,scotland,scott howie,731,g
england,1975-06-10,gb-eng,england,darren eadie,384,m
england,1963-09-03,gb-eng,england,paul mason,692,m
england,1966-12-17,gb-eng,england,kevin scott,777,d
england,1959-11-19,gb-eng,england,tony gale,786,d
england,1971-08-06,gb-eng,england,matthew rush,801,f
england,1970-03-17,gb-eng,england,steve jones,799,m
denmark,1969-10-21,dk,denmark,jakob kjeldbjerg,673,m
england,1967-11-18,gb-eng,england,gavin peacock,671,m
ireland,1974-07-09,ie,ireland,gary kelly,694,d
scotland,1974-04-28,gb-sct,scotland,dominic matteo,259,d
england,1968-08-08,gb-eng,england,julian dicks,696,d
england,1975-04-09,gb-eng,england,robbie fowler,277,f
jamaica,1970-09-27,jm,jamaica,marcus gayle,809,f
england,1964-06-26,gb-eng,england,gary blissett,810,f
england,1973-03-02,gb-eng,england,trevor sinclair,741,m
sweden,1969-07-17,se,sweden,jonas wirmola,824,d
norway,1964-10-03,no,norway,jostein flo,746,f
england,1962-07-19,gb-eng,england,paul bracewell,722,m
england,1972-10-27,gb-eng,england,lee clark,723,m
england,1971-10-26,gb-eng,england,steve howey,714,d
northern ireland,1974-01-18,de,germany,steve lomas,293,m
england,1974-09-23,gb-eng,england,richard edghill,290,d
england,1973-09-19,gb-eng,england,john foster,289,d
england,1966-01-28,za,south africa,mark stein,674,f
wales,1971-07-16,gb-eng,england,carl griffiths,702,f
england,1966-07-15,gb-eng,england,martin ling,831,m
england,1963-12-28,gb-eng,england,andy mutch,771,f
england,1967-04-23,gb-eng,england,fraser digby,635,g
england,1960-02-05,gb-eng,england,micky hazard,778,m
scotland,1962-04-14,gb-sct,scotland,ross maclaren,832,m
germany,1970-02-03,de,germany,steffen karl,699,d
england,1962-10-01,gb-eng,england,paul walsh,703,f
germany,1968-11-15,de,germany,uwe rösler,704,f
england,1971-10-11,gb-eng,england,robert ullathorne,733,d
england,1971-04-22,gb-eng,england,spencer prior,732,d
england,1973-05-08,gb-eng,england,chris makin,424,d
england,1968-05-17,gb-eng,england,lance key,494,g
england,1966-06-08,gb-eng,england,alan kimble,807,d
scotland,1965-01-20,gb-sct,scotland,colin calderwood,775,d
england,1957-10-27,gb-eng,england,glenn hoddle,672,m
scotland,1973-02-07,gb-sct,scotland,andy dow,668,d
norway,1969-08-08,no,norway,roger nilsen,744,d
wales,1972-01-27,gb-wls,wales,nathan blake,745,f
cyprus,1970-08-31,cy,cyprus,nicos papavasiliou,717,m
ireland,1964-09-05,ie,ireland,liam o'brien,817,m
england,1968-04-10,gb-eng,england,craig maskell,759,f
england,1967-09-12,gb-eng,england,sean mccarthy,738,f
england,1974-05-22,gb-eng,england,graham fenton,57,f
northern ireland,1974-11-28,gb-nir,northern ireland,richard graham,737,m
england,1969-03-27,gb-eng,england,stuart slater,691,m
england,1967-01-09,gb-eng,england,dale gordon,794,m
england,1961-05-20,gb-eng,england,clive allen,833,f
england,1965-08-18,gb-eng,england,martin allen,798,m
england,1972-10-23,gb-eng,england,ty gooden,826,m
england,1970-04-27,gb-eng,england,chris hamon,770,f
england,1974-08-21,gb-eng,england,darren caskey,565,m
northern ireland,1969-05-06,gb-nir,northern ireland,jim magilton,757,m
england,1967-10-03,gb-eng,england,julian darby,678,d
england,1964-07-30,gb-eng,england,john gayle,682,f
england,1968-09-19,gb-eng,england,steve morgan,680,d
scotland,1971-04-26,gb-sct,scotland,sandy robertson,681,m
england,1964-07-16,gb-eng,england,colin foster,834,d
england,1965-11-26,gb-eng,england,des walker,750,d
england,1959-01-02,gb-eng,england,steve white,772,f
northern ireland,1974-12-10,gb-nir,northern ireland,steve robinson,573,m
england,1964-11-10,gb-eng,england,guy whittingham,664,f
poland,1963-06-06,pl,poland,dariusz kubicki,36,d
england,1975-09-11,gb-eng,england,chris holland,716,m
england,1973-12-18,gb-eng,england,lee durrant,217,m
england,1969-09-11,gb-eng,england,paul williams,677,d
england,1973-12-05,gb-eng,england,danny williamson,796,m
england,1967-06-22,gb-eng,england,ally pickering,679,d
england,1968-06-13,gb-eng,england,simon coleman,751,d
england,1967-07-11,gb-eng,england,kenny brown,790,d
england,1973-01-22,gb-eng,england,stewart castledine,808,m
england,1970-01-29,gb-eng,england,steve yates,739,d
england,1959-07-17,gb-eng,england,bobby davison,748,f
england,1973-04-22,gb-eng,england,adem poric,752,m
england,1972-01-11,gb-eng,england,alan mccarthy,450,d
norway,1969-09-29,no,norway,tore pedersen,820,d
england,1968-08-20,gb-eng,england,brett angell,687,f
england,1975-02-18,gb-eng,england,gary neville,321,d
england,1968-03-21,gb-eng,england,gary walsh,309,g
scotland,1973-08-22,gb-sct,scotland,colin mckee,340,f
england,1969-01-03,gb-eng,england,chris marsden,812,m
scotland,1970-07-30,gb-sct,scotland,andy morrison,666,d
england,1974-10-09,gb-eng,england,john eyre,821,f
england,1975-04-21,gb-eng,england,ben thornley,327,m
england,1974-03-06,gb-eng,england,gary rowett,684,d
wales,1967-03-21,gb-wls,wales,malcolm allen,727,f
england,1975-09-30,gb-eng,england,lee briscoe,749,d
netherlands,1964-05-17,nl,netherlands,alfons groenendijk,701,m
northern ireland,1963-08-29,gb-nir,northern ireland,tommy wright,707,g
england,1973-04-26,gb-eng,england,chris perry,587,d
ireland,1976-08-29,ie,ireland,stephen carr,776,d
england,1968-09-20,gb-eng,england,paul heald,628,g
england,1974-03-28,gb-eng,england,andy thomson,765,d
england,1975-10-10,gb-eng,england,mark ford,695,m
england,1971-10-20,gb-eng,england,paul mitchell,792,m
england,1975-10-14,gb-eng,england,michael duberry,669,d
england,1973-08-13,gb-eng,england,paul mahorn,780,f
england,1969-05-22,gb-eng,england,mark robson,837,m
england,1972-08-29,gb-eng,england,paul marquis,835,m
scotland,1974-06-23,gb-sct,scotland,colin cramb,758,f
england,1972-04-16,gb-eng,england,matty appleby,718,m
england,1971-08-11,gb-eng,england,michael jeffrey,724,f
england,1973-02-11,gb-eng,england,brian linighan,825,d
poland,1961-10-14,pl,poland,detsi kruszynski,813,m
england,1968-02-05,gb-eng,england,lee martin,316,d
england,1972-12-30,gb-eng,england,david hughes,756,m
nigeria,1974-10-10,ng,nigeria,ade akinbiyi,734,f
england,1971-05-30,gb-eng,england,martyn booty,814,d
england,1976-11-11,gb-eng,england,david beresford,736,m
england,1965-08-12,gb-eng,england,tony witter,822,d
romania,1969-01-06,ro,romania,ilie dumitrescu,962,m
germany,1964-07-30,de,germany,jürgen klinsmann,965,f
romania,1967-10-09,ro,romania,gheorghe popescu,963,m
netherlands,1970-02-12,nl,netherlands,bryan roy,943,f
england,1967-02-28,gb-eng,england,colin cooper,937,d
norway,1969-09-08,no,norway,lars bohinen,942,m
england,1971-09-24,gb-eng,england,des lyttle,936,d
norway,1972-11-23,no,norway,alf inge haaland,938,d
england,1970-11-24,gb-eng,england,ashley ward,932,f
england,1975-08-28,gb-eng,england,jamie cureton,387,f
england,1975-04-14,gb-eng,england,andy marshall,730,g
england,1975-09-21,gb-eng,england,kevin gallen,951,f
australia,1964-11-22,au,australia,robbie slater,854,m
england,1967-02-22,gb-eng,england,paul cook,862,m
england,1977-11-05,gb-eng,england,richard wright,878,g
england,1973-10-25,gb-eng,england,adam tanner,215,m
denmark,1970-05-31,dk,denmark,claus thomsen,881,d
new zealand,1975-10-17,nz,new zealand,lee norfolk,883,m
england,1976-03-24,gb-eng,england,marcus hall,860,d
scotland,1973-10-11,gb-sct,scotland,steven pressley,975,d
united states,1970-06-16,us,united states,cobi jones,861,m
switzerland,1967-11-07,ch,switzerland,marc hottiger,925,d
england,1971-01-09,gb-eng,england,paul kitson,928,f
england,1974-11-16,gb-eng,england,paul scholes,336,m
england,1968-10-01,gb-eng,england,paul furlong,858,f
england,1968-07-12,gb-eng,england,jimmy willis,893,d
wales,1968-06-26,gb-wls,wales,iwan roberts,906,f
england,1968-01-13,gb-eng,england,mike whitlow,896,d
england,1963-07-21,gb-eng,england,kevin poole,891,g
england,1969-12-16,gb-eng,england,simon grayson,897,d
england,1974-09-20,gb-eng,england,julian joachim,909,f
england,1970-11-11,gb-eng,england,mark draper,903,m
england,1970-02-21,gb-eng,england,lee philpott,901,m
england,1970-10-03,gb-eng,england,richard smith,982,d
england,1965-08-30,gb-eng,england,david lowe,907,f
northern ireland,1969-10-15,gb-nir,northern ireland,darren patterson,977,d
england,1975-04-13,gb-eng,england,bruce dyer,873,f
england,1969-10-12,gb-eng,england,darren pitcher,869,m
england,1967-11-19,gb-eng,england,alan reeves,971,d
northern ireland,1970-07-09,gb-eng,england,ian nolan,953,d
romania,1967-12-22,ro,romania,dan petrescu,954,d
sweden,1968-08-20,se,sweden,klas ingesson,955,m
scotland,1971-12-27,gb-sct,scotland,duncan ferguson,877,f
england,1971-06-11,gb-eng,england,joe parkinson,686,m
england,1974-11-14,gb-eng,england,tony grant,685,m
england,1971-08-06,gb-eng,england,scott minto,855,d
england,1968-08-07,gb-eng,england,vince bartram,838,g
netherlands,1968-10-28,nl,netherlands,glenn helder,841,m
northern ireland,1963-11-12,gb-nir,northern ireland,colin hill,898,d
scotland,1974-10-13,gb-sct,scotland,mick galloway,983,m
england,1974-06-28,gb-eng,england,neil lewis,895,d
ireland,1971-06-28,ie,ireland,kenny cunningham,972,d
ireland,1971-06-02,gb-eng,england,jon goodman,974,f
norway,1970-08-17,no,norway,oyvind leonhardsen,973,m
england,1975-10-11,gb-eng,england,tony vaughan,882,d
ireland,1968-05-31,ie,ireland,brian carey,311,d
jamaica,1970-03-08,jm,jamaica,jamie lawrence,905,m
england,1971-05-09,gb-eng,england,jason lee,944,f
denmark,1972-08-21,dk,denmark,ronnie ekelund,959,m
northern ireland,1973-12-29,gb-nir,northern ireland,gerry mcmahon,571,m
ghana,1966-06-06,gh,ghana,anthony yeboah,889,f
england,1974-12-17,gb-eng,england,paul mcgregor,413,f
uruguay,1968-09-09,uy,uruguay,adrian paz,981,f
england,1965-11-09,gb-eng,england,steve agnew,611,m
england,1964-11-02,gb-eng,england,steve thompson,984,m
germany,1966-12-12,de,germany,maurizio gaudino,919,m
netherlands,1966-10-20,nl,netherlands,sieb dykstra,988,g
england,1968-06-04,gb-eng,england,ian taylor,847,m
england,1975-05-02,gb-eng,england,david beckham,331,m
south africa,1969-04-12,za,south africa,lucas radebe,886,d
england,1975-06-04,gb-eng,england,andrew couzens,693,d
england,1970-10-19,gb-eng,england,chris swailes,879,d
wales,1975-04-05,gb-wls,wales,john hartson,844,f
sweden,1969-04-18,se,sweden,stefan schwarz,843,m
belgium,1967-08-10,be,belgium,philippe albert,924,d
england,1957-10-23,gb-eng,england,graham rix,675,f
northern ireland,1975-02-18,gb-nir,northern ireland,keith gillespie,329,m
wales,1974-04-23,gb-eng,england,simon davies,333,m
england,1973-01-14,mt,malta,paul tisdale,532,m
england,1977-01-21,gb-eng,england,phil neville,921,d
northern ireland,1971-08-02,gb-nir,northern ireland,michael hughes,967,m
denmark,1968-06-05,dk,denmark,marc rieper,966,d
england,1967-03-27,gb-eng,england,andy preece,871,m
scotland,1968-04-20,gb-sct,scotland,paul mcdonald,754,d
ireland,1976-02-16,ie,ireland,keith o'neill,931,m
zambia,1972-10-07,zm,zambia,neil gregory,220,f
england,1968-05-30,gb-eng,england,david oldfield,902,m
trinidad & tobago,1971-03-25,tt,trinidad & tobago,ian cox,864,d
england,1973-09-04,gb-eng,england,paul shaw,24,m
england,1964-11-03,gb-eng,england,steve walsh,894,d
england,1970-06-30,gb-eng,england,gavin ward,892,g
south africa,1969-06-21,za,south africa,philemon masinga,888,f
wales,1962-02-21,gb-wls,wales,rhys wilmot,978,g
england,1974-09-28,gb-eng,england,adrian clarke,659,m
england,1951-12-03,gb-eng,england,john burridge,819,g
ireland,1976-06-08,ie,ireland,brian launders,872,m
scotland,1966-10-29,gb-sct,scotland,ian durrant,979,m
nigeria,1972-12-30,ng,nigeria,daniel amokachi,876,f
england,1971-01-15,gb-eng,england,tommy johnson,849,f
england,1974-10-19,gb-eng,england,danny dichio,742,f
ireland,1976-05-15,ie,ireland,mark kennedy,916,m
england,1964-01-20,gb-eng,england,simon webster,788,d
england,1961-11-11,gb-eng,england,gary mills,904,m
england,1964-12-19,gb-eng,england,phil gee,899,d
scotland,1960-07-05,gb-sct,scotland,gary gillespie,976,d
england,1964-09-22,gb-eng,england,ian ormondroyd,910,f
england,1976-09-18,gb-eng,england,stephen hughes,842,m
ghana,1974-12-10,gh,ghana,nii lamptey,846,F
australia,1970-02-08,au,australia,john filan,859,g
england,1978-01-11,gb-eng,england,emile heskey,908,f
england,1974-09-02,gb-eng,england,leo cotterell,690,d
netherlands,1969-09-20,nl,netherlands,richard witschge,853,m
england,1977-08-17,gb-eng,england,matt oakley,958,m
england,1976-02-10,gb-eng,england,sam mcmahon,900,m
england,1974-10-30,gb-eng,england,scott thomas,288,d
northern ireland,1975-11-24,gb-nir,northern ireland,johnny wright,987,d
england,1977-05-11,gb-eng,england,kevin ellis,689,d
england,1969-11-24,gb-eng,england,o'neill donaldson,956,f
england,1974-03-08,gb-eng,england,kevin pilkington,308,g
england,1968-01-04,gb-eng,england,peter whiston,957,d
england,1974-12-18,gb-eng,england,philip morgan,980,g
england,1974-09-03,gb-eng,england,vance warner,935,d
england,1966-06-12,gb-eng,england,gary bull,945,f
england,1974-12-23,gb-eng,england,matthew robinson,711,d
england,1973-10-13,gb-eng,england,chris boden,53,m
wales,1973-05-19,gb-wls,wales,lee jones,273,f
serbia,1973-09-02,rs,serbia,savo milosevic,995,f
england,1975-06-13,gb-eng,england,riccardo scimeca,660,d
ireland,1971-06-18,ie,ireland,jason mcateer,1052,m
england,1974-10-10,gb-eng,england,christer warren,1103,f
england,1964-04-08,gb-eng,england,john mcginlay,1023,f
ireland,1966-07-10,gb-eng,england,keith branagan,1008,g
northern ireland,1970-10-18,gb-nir,northern ireland,gerry taggart,1014,d
england,1965-05-24,gb-eng,england,mark patterson,1024,f
england,1974-09-21,gb-eng,england,andrew todd,356,d
england,1970-01-15,gb-eng,england,scott green,1016,d
england,1973-12-22,gb-eng,england,alan thompson,1019,m
serbia,1972-02-14,rs,serbia,sasa curcic,1020,m
netherlands,1962-09-01,nl,netherlands,ruud gullit,1028,f
netherlands,1969-05-10,nl,netherlands,dennis bergkamp,991,f
england,1966-06-10,gb-eng,england,david platt,989,m
finland,1967-02-03,fi,finland,mixu paatelainen,1021,f
england,1971-10-06,gb-eng,england,alan stubbs,1017,d
netherlands,1968-10-30,nl,netherlands,richard sneekes,1119,m
jamaica,1977-02-06,gb-eng,england,jason euell,1118,f
united states,1969-02-27,us,united states,juergen sommer,1090,g
scotland,1978-07-20,gb-sct,scotland,nigel quashie,1092,m
england,1976-07-02,gb-eng,england,matthew brazier,950,m
england,1975-10-23,gb-eng,england,trevor challis,948,d
barbados,1971-07-10,bb,barbados,greg goodridge,1093,m
england,1961-11-07,gb-eng,england,mark hateley,1127,f
